po_id,po_number,vendor_key,po_date,expected_date,total_amount,status,received_date,payment_terms,buyer,department_key
12437,PO012437,50,2022-08-26,2022-09-06,338070.42,Completed,2022-09-23,Net 90,Jessica Green,6
10949,PO010949,5,2022-08-26,2022-10-03,274533.27,Completed,2022-09-12,Net 60,Leo Lewis,2
4141,PO004141,50,2022-08-26,2022-09-15,263622.81,Completed,2022-09-06,Net 45,Benjamin Jackson,4
6453,PO006453,7,2022-08-27,2022-10-11,345186.53,Completed,2022-09-30,Net 60,George Wood,8
3615,PO003615,5,2022-08-27,2022-09-19,380416.52,Completed,2022-10-08,Net 30,William Cooper,4
16569,PO016569,32,2022-08-27,2022-09-06,55403.91,Cancelled,,Net 60,George Evans,6
4858,PO004858,2,2022-08-27,2022-09-10,451109.78,Completed,2022-10-05,Net 90,Lily White,9
7023,PO007023,31,2022-08-27,2022-09-06,127823.05,Open,,Net 90,Oscar Evans,10
7984,PO007984,8,2022-08-27,2022-09-16,361392.76,Cancelled,,Net 30,Oliver Roberts,7
11859,PO011859,12,2022-08-27,2022-09-30,355033.6,Partial,,Net 60,Mia Jackson,1
7303,PO007303,49,2022-08-27,2022-09-29,491065.93,Cancelled,,Net 60,Alexander Wood,1
16740,PO016740,45,2022-08-28,2022-09-09,303535.19,Completed,2022-10-10,Net 45,Oscar Wood,8
15635,PO015635,9,2022-08-28,2022-09-19,188221.02,Completed,2022-09-09,Net 90,Olivia Edwards,5
11515,PO011515,50,2022-08-28,2022-10-07,226963.94,Completed,2022-09-20,Net 90,Sophie Green,9
18248,PO018248,22,2022-08-28,2022-09-28,145189.64,Partial,,Net 30,Thomas Hill,4
4380,PO004380,24,2022-08-28,2022-09-12,283077.76,Cancelled,,Net 60,Emma Wood,7
13561,PO013561,47,2022-08-28,2022-10-21,136367.68,Open,,Net 60,Jessica Brown,7
14214,PO014214,38,2022-08-29,2022-10-03,472302.18,Cancelled,,Net 90,Emma Taylor,4
350,PO000350,40,2022-08-30,2022-10-25,147059.32,Cancelled,,Net 30,Emma Wilson,7
11748,PO011748,3,2022-08-30,2022-09-09,26126.89,Open,,Net 90,Grace Lewis,6
19427,PO019427,14,2022-08-30,2022-10-18,334754.14,Completed,2022-09-19,Net 60,Thomas Green,10
2460,PO002460,37,2022-08-30,2022-10-10,428128.87,Completed,2022-09-08,Net 45,Henry Jones,3
12844,PO012844,21,2022-08-30,2022-09-06,196384.89,Completed,2022-09-22,Net 45,Mia White,4
13384,PO013384,21,2022-08-31,2022-09-15,91756.22,Completed,2022-10-13,Net 30,Noah Edwards,10
12231,PO012231,12,2022-08-31,2022-09-13,40765.53,Cancelled,,Net 45,James Jones,10
6146,PO006146,9,2022-08-31,2022-09-20,71701.76,Partial,,Net 30,Grace Brown,7
5753,PO005753,25,2022-08-31,2022-10-10,181242.12,Partial,,Net 90,Lily Green,4
10628,PO010628,31,2022-08-31,2022-09-11,406399.27,Completed,2022-10-14,Net 90,Ava Edwards,9
9512,PO009512,48,2022-08-31,2022-10-09,258420.67,Completed,2022-09-27,Net 45,Emma Robinson,3
18144,PO018144,20,2022-08-31,2022-09-15,418888.78,Cancelled,,Net 45,Oscar Hall,4
19839,PO019839,39,2022-08-31,2022-10-17,296443.32,Cancelled,,Net 30,Ruby Lewis,5
17585,PO017585,35,2022-08-31,2022-10-28,195295.58,Open,,Net 45,Isabella Green,7
842,PO000842,14,2022-08-31,2022-09-22,439159.53,Completed,2022-09-21,Net 30,Oliver Johnson,2
18112,PO018112,34,2022-08-31,2022-10-29,147336.48,Completed,2022-09-09,Net 60,George Brown,7
357,PO000357,37,2022-08-31,2022-10-11,179249.86,Open,,Net 60,William Turner,5
14623,PO014623,6,2022-08-31,2022-09-30,275672.54,Open,,Net 30,Ruby Green,2
15081,PO015081,8,2022-08-31,2022-10-17,395332.47,Partial,,Net 60,Ella Wood,9
18302,PO018302,41,2022-09-01,2022-10-24,6305.65,Open,,Net 30,Charlie Green,4
16077,PO016077,13,2022-09-01,2022-10-02,403840.92,Completed,2022-09-23,Net 45,David Edwards,2
17519,PO017519,19,2022-09-01,2022-10-12,188687.51,Completed,2022-09-12,Net 90,Harry Turner,8
12195,PO012195,28,2022-09-01,2022-09-14,416796.2,Cancelled,,Net 45,Isabella Turner,4
19060,PO019060,11,2022-09-01,2022-10-24,321605.59,Partial,,Net 60,Matthew Williams,9
10939,PO010939,5,2022-09-01,2022-09-13,100771.37,Completed,2022-09-17,Net 60,Matthew Taylor,6
12747,PO012747,39,2022-09-01,2022-09-08,485789.79,Completed,2022-10-12,Net 60,James Patel,10
8217,PO008217,43,2022-09-01,2022-09-18,37692.23,Open,,Net 30,Grace Walker,8
7883,PO007883,22,2022-09-02,2022-10-16,342885.52,Completed,2022-10-11,Net 60,Jessica Thompson,9
8307,PO008307,13,2022-09-02,2022-10-27,328051.85,Open,,Net 30,Lucas Hall,3
15841,PO015841,47,2022-09-02,2022-10-28,101538.32,Completed,2022-09-10,Net 30,Grace Johnson,1
12008,PO012008,32,2022-09-02,2022-10-03,134094.33,Cancelled,,Net 45,Daniel Jones,5
19492,PO019492,45,2022-09-02,2022-10-29,144748.31,Completed,2022-09-18,Net 60,Emma Edwards,4
1718,PO001718,31,2022-09-02,2022-10-04,462573.73,Completed,2022-10-12,Net 90,Harper Lewis,2
17097,PO017097,42,2022-09-02,2022-10-13,207740.63,Completed,2022-09-22,Net 60,Lucas Thomas,10
10360,PO010360,29,2022-09-02,2022-09-16,73388.43,Partial,,Net 30,James Thomas,7
14871,PO014871,34,2022-09-02,2022-09-16,15079.06,Completed,2022-09-13,Net 45,Jessica Roberts,3
7350,PO007350,22,2022-09-02,2022-10-11,2737.45,Completed,2022-09-25,Net 90,Alexander Walker,4
8797,PO008797,41,2022-09-02,2022-09-25,73885.31,Open,,Net 30,Isabella Thomas,7
452,PO000452,36,2022-09-02,2022-10-20,339881.95,Partial,,Net 45,Matthew Jackson,3
18343,PO018343,30,2022-09-02,2022-10-22,349990.9,Partial,,Net 45,Isabella Martin,9
18973,PO018973,5,2022-09-02,2022-10-25,68037.34,Partial,,Net 30,Grace Wilson,3
9122,PO009122,21,2022-09-02,2022-09-17,363795.41,Partial,,Net 90,Amelia Smith,8
7579,PO007579,5,2022-09-02,2022-10-09,163504.61,Open,,Net 90,Lily Cooper,7
15127,PO015127,40,2022-09-02,2022-10-29,320970.48,Open,,Net 45,Mia Wood,6
2204,PO002204,35,2022-09-03,2022-10-21,418206.41,Completed,2022-10-01,Net 30,David Edwards,7
17877,PO017877,37,2022-09-03,2022-10-13,312341.2,Completed,2022-10-09,Net 90,Ella Wright,9
13703,PO013703,38,2022-09-03,2022-10-06,53784.58,Completed,2022-10-16,Net 90,Daniel Wright,2
2599,PO002599,17,2022-09-03,2022-09-25,106974.01,Partial,,Net 90,Evelyn Clarke,2
7654,PO007654,7,2022-09-03,2022-09-19,7192.93,Completed,2022-09-30,Net 45,Ava Walker,4
11641,PO011641,12,2022-09-03,2022-11-02,45108.32,Open,,Net 30,George Patel,3
236,PO000236,34,2022-09-04,2022-10-04,253410.12,Completed,2022-10-11,Net 30,Charlie Patel,5
13348,PO013348,29,2022-09-04,2022-10-02,439743.13,Completed,2022-10-03,Net 90,Sophia Jackson,7
8754,PO008754,43,2022-09-04,2022-10-21,291466.47,Partial,,Net 60,Freya Hughes,8
12937,PO012937,18,2022-09-04,2022-10-29,344634.83,Partial,,Net 90,Ella Jones,6
5177,PO005177,27,2022-09-04,2022-09-14,484795.92,Completed,2022-09-28,Net 30,Charlie Harris,5
19985,PO019985,13,2022-09-04,2022-10-08,315694.06,Completed,2022-10-08,Net 60,David Thompson,7
13262,PO013262,47,2022-09-04,2022-10-04,20990.9,Partial,,Net 45,Amelia Lewis,4
7408,PO007408,20,2022-09-05,2022-10-08,187636.85,Cancelled,,Net 45,Thomas Roberts,1
3280,PO003280,31,2022-09-05,2022-10-07,73799.81,Completed,2022-09-17,Net 60,Oliver Walker,1
17041,PO017041,1,2022-09-05,2022-10-21,50958.2,Completed,2022-10-06,Net 90,Emma Lewis,4
12005,PO012005,9,2022-09-05,2022-09-15,301096.04,Partial,,Net 30,Ella Williams,1
5643,PO005643,38,2022-09-05,2022-10-30,100296.82,Completed,2022-10-17,Net 45,Harry Smith,2
14136,PO014136,34,2022-09-05,2022-10-12,58853.03,Completed,2022-09-20,Net 30,Samuel Jones,9
17044,PO017044,48,2022-09-05,2022-10-09,104484.08,Completed,2022-10-20,Net 60,Emily Robinson,7
15965,PO015965,29,2022-09-05,2022-09-18,171638.67,Completed,2022-10-02,Net 45,Joseph White,3
17401,PO017401,48,2022-09-05,2022-10-03,75366.1,Completed,2022-10-18,Net 30,Evelyn Evans,10
3489,PO003489,6,2022-09-05,2022-10-13,486863.93,Completed,2022-09-22,Net 45,Oliver Davies,6
9453,PO009453,1,2022-09-05,2022-10-12,97263.48,Partial,,Net 30,Freya Evans,7
9198,PO009198,45,2022-09-06,2022-10-28,186301.73,Open,,Net 60,Ruby Edwards,4
19324,PO019324,3,2022-09-06,2022-10-22,150543.82,Cancelled,,Net 45,Oscar Thompson,4
5702,PO005702,46,2022-09-06,2022-09-26,377625.92,Completed,2022-10-12,Net 45,Lucas Martin,3
9505,PO009505,29,2022-09-06,2022-10-06,409689.14,Completed,2022-10-01,Net 30,Freya Green,6
14969,PO014969,33,2022-09-06,2022-09-19,292461.07,Completed,2022-09-28,Net 90,Harry Patel,7
3149,PO003149,22,2022-09-06,2022-10-01,187719.07,Completed,2022-10-08,Net 60,Joseph White,5
15180,PO015180,3,2022-09-06,2022-10-31,208432.55,Completed,2022-10-07,Net 45,Thomas Hughes,2
15598,PO015598,11,2022-09-06,2022-10-02,225558.69,Completed,2022-10-03,Net 90,Charlie Hall,7
8371,PO008371,25,2022-09-06,2022-10-28,419744.85,Partial,,Net 30,Benjamin Jackson,1
8940,PO008940,50,2022-09-06,2022-09-18,357648.47,Cancelled,,Net 90,Charlie Martin,8
784,PO000784,14,2022-09-06,2022-10-23,349371.25,Completed,2022-10-07,Net 45,Olivia Cooper,9
6043,PO006043,44,2022-09-06,2022-09-14,274487.45,Open,,Net 30,Grace Walker,8
3802,PO003802,39,2022-09-06,2022-10-23,33157.45,Completed,2022-09-29,Net 60,Oliver Hall,4
18300,PO018300,3,2022-09-06,2022-10-03,133435.36,Completed,2022-09-14,Net 30,Lily Wood,3
16271,PO016271,14,2022-09-07,2022-10-17,171780.77,Partial,,Net 60,Emily Roberts,7
8897,PO008897,29,2022-09-07,2022-10-28,382377.49,Partial,,Net 90,Emily Evans,10
1083,PO001083,49,2022-09-07,2022-10-24,3110.85,Completed,2022-10-07,Net 30,Jack Patel,2
9816,PO009816,9,2022-09-07,2022-11-04,100952.02,Cancelled,,Net 45,Freya Cooper,4
13107,PO013107,20,2022-09-07,2022-10-14,87877.43,Completed,2022-09-23,Net 45,Charlotte Walker,10
19391,PO019391,38,2022-09-07,2022-09-21,405772.65,Cancelled,,Net 90,Jessica Wood,9
5126,PO005126,18,2022-09-07,2022-09-26,46919.22,Cancelled,,Net 60,Isabella Robinson,10
5516,PO005516,47,2022-09-07,2022-09-26,37979.56,Completed,2022-09-14,Net 60,Samuel Williams,2
10482,PO010482,23,2022-09-07,2022-09-21,207710.78,Cancelled,,Net 90,Grace Edwards,2
18126,PO018126,28,2022-09-08,2022-10-01,310509.6,Completed,2022-10-17,Net 90,Samuel Hill,2
19840,PO019840,24,2022-09-08,2022-09-24,260564.71,Completed,2022-10-10,Net 30,Ella Wilson,7
18580,PO018580,16,2022-09-08,2022-09-17,53153.86,Completed,2022-10-09,Net 45,Matthew Johnson,3
18319,PO018319,26,2022-09-08,2022-10-23,150683.95,Completed,2022-10-17,Net 30,Charlotte Hall,9
11282,PO011282,7,2022-09-08,2022-10-31,35081.54,Completed,2022-09-16,Net 90,Ruby Brown,3
7252,PO007252,29,2022-09-08,2022-09-19,411362.31,Partial,,Net 90,Matthew Robinson,3
19903,PO019903,29,2022-09-08,2022-10-21,251840.65,Open,,Net 30,Jessica Walker,4
14569,PO014569,20,2022-09-08,2022-10-21,260950.13,Cancelled,,Net 90,Harper Robinson,8
736,PO000736,20,2022-09-08,2022-10-16,76031.52,Open,,Net 45,Daniel Brown,2
7809,PO007809,30,2022-09-08,2022-09-22,357862.08,Completed,2022-10-18,Net 60,Ella Harris,8
3,PO000003,2,2022-09-09,2022-10-30,90033.56,Completed,2022-10-21,Net 45,Jack Green,7
3751,PO003751,20,2022-09-09,2022-10-14,226504.14,Cancelled,,Net 90,Harry Harris,4
1063,PO001063,18,2022-09-09,2022-10-21,266026.97,Cancelled,,Net 90,Harry Patel,10
19749,PO019749,30,2022-09-09,2022-10-12,489580.07,Completed,2022-10-10,Net 90,Sophie Brown,4
13596,PO013596,31,2022-09-09,2022-09-21,311010.48,Completed,2022-10-03,Net 45,Alice Thompson,1
9545,PO009545,39,2022-09-10,2022-10-29,37587.46,Partial,,Net 90,Lily Robinson,2
19242,PO019242,19,2022-09-10,2022-10-13,448287.29,Completed,2022-10-11,Net 45,Ruby Patel,9
11068,PO011068,44,2022-09-10,2022-09-24,355967.27,Completed,2022-10-15,Net 45,Jessica Williams,1
13506,PO013506,24,2022-09-10,2022-10-18,140388.65,Partial,,Net 30,James Brown,7
4536,PO004536,36,2022-09-10,2022-11-01,188637.58,Cancelled,,Net 30,Samuel Brown,10
8888,PO008888,6,2022-09-10,2022-11-09,67281.03,Completed,2022-09-23,Net 45,Harper Walker,7
2522,PO002522,36,2022-09-10,2022-10-27,289069.07,Completed,2022-10-07,Net 30,David Hall,8
6742,PO006742,47,2022-09-10,2022-09-17,275287.35,Cancelled,,Net 60,David Edwards,3
10083,PO010083,37,2022-09-10,2022-10-20,391348.56,Completed,2022-10-08,Net 30,Henry Patel,3
2986,PO002986,18,2022-09-10,2022-10-23,171111.34,Cancelled,,Net 90,Alexander Jackson,3
5851,PO005851,47,2022-09-10,2022-09-22,93336.89,Open,,Net 90,Isabella Green,4
4046,PO004046,23,2022-09-10,2022-10-08,234129.37,Completed,2022-10-22,Net 90,Samuel Brown,4
9007,PO009007,21,2022-09-11,2022-10-02,64694.77,Open,,Net 30,Lily Roberts,9
3116,PO003116,3,2022-09-11,2022-09-28,187365.76,Completed,2022-10-03,Net 30,Jack Turner,9
16297,PO016297,19,2022-09-11,2022-10-03,318485.44,Completed,2022-10-09,Net 45,Alice Wood,7
7178,PO007178,17,2022-09-11,2022-11-10,187114.7,Completed,2022-10-01,Net 60,Emily Turner,6
1152,PO001152,30,2022-09-11,2022-10-18,286978.72,Open,,Net 30,William Wood,3
4899,PO004899,40,2022-09-11,2022-11-05,3967.49,Partial,,Net 60,Ruby Martin,3
7764,PO007764,32,2022-09-11,2022-10-11,295540.82,Completed,2022-10-02,Net 90,David Green,3
14636,PO014636,9,2022-09-11,2022-09-25,343751.97,Cancelled,,Net 90,Olivia Wilson,9
19077,PO019077,40,2022-09-11,2022-10-10,449111.17,Completed,2022-10-11,Net 60,Jack White,6
2815,PO002815,1,2022-09-11,2022-09-27,183406.83,Completed,2022-09-19,Net 90,Jessica Wright,1
17298,PO017298,37,2022-09-11,2022-10-29,231575.77,Completed,2022-10-07,Net 45,Freya Williams,5
11571,PO011571,44,2022-09-12,2022-11-07,491110.69,Completed,2022-09-24,Net 60,Oliver Green,1
3203,PO003203,11,2022-09-12,2022-11-03,121837.55,Partial,,Net 45,William Cooper,3
13501,PO013501,36,2022-09-12,2022-10-01,75949.84,Partial,,Net 90,Harper Martin,9
7076,PO007076,40,2022-09-12,2022-09-21,232192.81,Partial,,Net 30,Ava Jones,9
17336,PO017336,35,2022-09-12,2022-11-02,102092.63,Open,,Net 30,Ella Clarke,8
14019,PO014019,2,2022-09-12,2022-11-04,50581.09,Cancelled,,Net 60,Charlotte Williams,10
17479,PO017479,46,2022-09-12,2022-09-21,378739.31,Partial,,Net 90,Chloe Jackson,10
9766,PO009766,36,2022-09-12,2022-10-16,276158.87,Completed,2022-10-06,Net 60,Mia Brown,2
18335,PO018335,39,2022-09-12,2022-11-08,325679.47,Open,,Net 30,Jack Davies,3
19527,PO019527,9,2022-09-13,2022-10-14,66916.69,Cancelled,,Net 90,Emma Roberts,5
17221,PO017221,4,2022-09-13,2022-11-08,228254.8,Cancelled,,Net 30,Joseph Lewis,1
219,PO000219,6,2022-09-13,2022-10-13,62498.82,Open,,Net 45,Freya Robinson,8
18523,PO018523,30,2022-09-13,2022-10-09,161676.4,Open,,Net 45,Emma Green,2
7394,PO007394,17,2022-09-13,2022-11-05,378709.22,Completed,2022-10-08,Net 30,Sophie White,3
1440,PO001440,7,2022-09-13,2022-10-06,111759.54,Partial,,Net 30,Emma Hill,5
12874,PO012874,15,2022-09-13,2022-10-18,155871.77,Completed,2022-10-05,Net 30,Thomas Martin,8
4777,PO004777,42,2022-09-13,2022-10-30,285858.81,Cancelled,,Net 30,Ava Hughes,5
9310,PO009310,47,2022-09-13,2022-10-10,321856.03,Open,,Net 45,Henry Martin,9
9547,PO009547,24,2022-09-13,2022-10-16,55778.89,Open,,Net 60,Joseph Martin,2
5199,PO005199,25,2022-09-14,2022-10-11,222754.66,Completed,2022-10-24,Net 30,Joseph Robinson,7
12753,PO012753,42,2022-09-14,2022-10-08,360398.66,Completed,2022-10-12,Net 30,Benjamin Cooper,10
9781,PO009781,38,2022-09-14,2022-09-23,300600.44,Completed,2022-10-07,Net 30,Emma Harris,9
4106,PO004106,50,2022-09-14,2022-10-04,352655.68,Cancelled,,Net 30,Matthew Hughes,9
2349,PO002349,6,2022-09-14,2022-09-22,351058.59,Completed,2022-09-24,Net 30,Harry Patel,8
10264,PO010264,25,2022-09-14,2022-09-30,77574.89,Completed,2022-10-23,Net 30,Olivia Wood,4
13644,PO013644,27,2022-09-14,2022-10-12,6201.91,Cancelled,,Net 45,Chloe Hill,5
799,PO000799,39,2022-09-14,2022-09-24,151871.3,Completed,2022-09-27,Net 90,Isabella Davies,10
18546,PO018546,3,2022-09-14,2022-10-18,449388.1,Cancelled,,Net 45,Emma Hughes,6
3674,PO003674,25,2022-09-14,2022-10-31,412713.1,Cancelled,,Net 60,Harry Hughes,8
14686,PO014686,11,2022-09-14,2022-10-04,208005.37,Completed,2022-10-09,Net 45,Emma Wilson,5
226,PO000226,32,2022-09-14,2022-10-29,424033.97,Completed,2022-10-10,Net 60,Amelia Turner,7
17566,PO017566,17,2022-09-14,2022-10-11,455744.31,Completed,2022-10-24,Net 60,James Hughes,2
17667,PO017667,31,2022-09-14,2022-10-02,58593.55,Completed,2022-10-22,Net 30,Harper Roberts,8
19615,PO019615,36,2022-09-14,2022-09-23,329987.21,Completed,2022-10-15,Net 30,Daniel Clarke,7
2151,PO002151,20,2022-09-14,2022-10-20,451473.16,Cancelled,,Net 90,Benjamin Wright,10
4256,PO004256,40,2022-09-14,2022-10-14,327288.08,Open,,Net 90,Ava Jackson,9
13602,PO013602,40,2022-09-14,2022-10-11,61394.66,Completed,2022-10-25,Net 30,David Davies,9
8966,PO008966,44,2022-09-15,2022-10-28,407655.76,Completed,2022-09-23,Net 60,George Smith,2
3890,PO003890,8,2022-09-15,2022-10-28,41494.59,Completed,2022-10-04,Net 45,Sophie Robinson,10
15397,PO015397,45,2022-09-15,2022-10-08,474577.5,Completed,2022-10-30,Net 90,Emily Williams,6
12871,PO012871,1,2022-09-15,2022-11-06,267208.46,Completed,2022-10-12,Net 30,Evelyn Edwards,4
15774,PO015774,24,2022-09-15,2022-10-24,290816.37,Completed,2022-10-23,Net 90,Sophia Wright,8
9183,PO009183,18,2022-09-15,2022-10-02,231635.04,Completed,2022-09-22,Net 45,Leo Hughes,4
19981,PO019981,28,2022-09-15,2022-10-04,350596.34,Completed,2022-10-15,Net 60,Lucas Green,6
13555,PO013555,42,2022-09-15,2022-10-08,367670.58,Partial,,Net 30,Chloe Robinson,6
10349,PO010349,41,2022-09-15,2022-09-28,302405.64,Completed,2022-10-03,Net 60,Benjamin Wright,4
6997,PO006997,35,2022-09-16,2022-10-17,355822.78,Completed,2022-10-02,Net 45,Evelyn Thomas,1
1751,PO001751,28,2022-09-16,2022-09-25,421896.03,Completed,2022-10-15,Net 30,Daniel Harris,5
14503,PO014503,44,2022-09-16,2022-10-30,197262.48,Completed,2022-09-24,Net 45,Emma Hill,2
8711,PO008711,3,2022-09-16,2022-09-29,104209.6,Completed,2022-10-28,Net 45,Daniel Patel,10
17476,PO017476,10,2022-09-16,2022-10-31,279471.31,Completed,2022-10-03,Net 60,David Smith,6
16015,PO016015,13,2022-09-17,2022-11-13,337749.09,Completed,2022-10-03,Net 60,Freya Edwards,10
15025,PO015025,38,2022-09-17,2022-10-05,157856.09,Completed,2022-10-14,Net 30,Samuel Thomas,3
19790,PO019790,35,2022-09-17,2022-10-20,308992.1,Completed,2022-10-11,Net 45,Amelia Evans,5
3234,PO003234,41,2022-09-17,2022-11-07,352273.19,Completed,2022-09-25,Net 90,Charlie Williams,1
16401,PO016401,11,2022-09-17,2022-11-06,383115.84,Partial,,Net 45,William Davies,9
8381,PO008381,35,2022-09-18,2022-10-20,286080.48,Cancelled,,Net 45,Olivia Jackson,8
2019,PO002019,9,2022-09-18,2022-10-13,450339.66,Completed,2022-10-17,Net 60,David Clarke,5
3176,PO003176,11,2022-09-18,2022-11-12,496906.58,Open,,Net 90,Charlie Taylor,8
10145,PO010145,40,2022-09-18,2022-11-12,412739.36,Partial,,Net 60,Amelia Davies,8
6185,PO006185,6,2022-09-18,2022-10-29,298601.86,Completed,2022-10-09,Net 60,Jessica Wright,9
16864,PO016864,37,2022-09-18,2022-11-06,138286.22,Completed,2022-10-08,Net 90,Amelia Jackson,3
15844,PO015844,18,2022-09-18,2022-10-09,209376.1,Cancelled,,Net 30,Ava Green,6
286,PO000286,40,2022-09-18,2022-11-11,409057.45,Partial,,Net 60,Harper Wilson,5
18463,PO018463,38,2022-09-18,2022-10-31,182253.13,Open,,Net 60,Joseph Hughes,8
6782,PO006782,37,2022-09-19,2022-11-03,85124.31,Completed,2022-11-02,Net 30,Evelyn Hughes,4
16829,PO016829,34,2022-09-19,2022-10-06,36073.89,Completed,2022-10-24,Net 90,Lily Wood,9
4832,PO004832,15,2022-09-19,2022-10-12,251403.59,Completed,2022-10-02,Net 30,Lucas Martin,4
14243,PO014243,5,2022-09-19,2022-11-15,52059.99,Partial,,Net 90,Benjamin Green,2
662,PO000662,34,2022-09-19,2022-10-16,137345.14,Completed,2022-09-27,Net 60,Alexander Hall,3
427,PO000427,30,2022-09-19,2022-10-01,416538.71,Cancelled,,Net 90,Lucas Taylor,6
2014,PO002014,8,2022-09-19,2022-09-30,321797.57,Completed,2022-10-14,Net 90,Thomas Thompson,3
7029,PO007029,7,2022-09-19,2022-10-13,133880.17,Cancelled,,Net 90,Emily Hughes,2
11492,PO011492,36,2022-09-20,2022-10-11,416559.28,Partial,,Net 60,Amelia Taylor,6
6438,PO006438,24,2022-09-20,2022-10-20,414351.37,Completed,2022-09-29,Net 90,Mia Johnson,3
128,PO000128,36,2022-09-20,2022-11-13,143485.69,Cancelled,,Net 60,Emma Walker,9
15157,PO015157,24,2022-09-20,2022-10-22,476614.7,Completed,2022-10-06,Net 45,Emma Jones,8
14422,PO014422,20,2022-09-20,2022-11-19,168662.4,Completed,2022-10-28,Net 60,Oscar Roberts,4
6614,PO006614,20,2022-09-20,2022-10-29,367063.94,Completed,2022-10-13,Net 60,Samuel Smith,4
17129,PO017129,13,2022-09-20,2022-10-20,440394.85,Completed,2022-11-01,Net 90,Alexander Hill,10
8306,PO008306,48,2022-09-20,2022-10-02,129790.07,Completed,2022-10-29,Net 45,Sophie Harris,6
8593,PO008593,7,2022-09-20,2022-11-15,299815.38,Partial,,Net 60,Matthew Lewis,10
12162,PO012162,38,2022-09-21,2022-09-29,455584.37,Completed,2022-10-27,Net 30,David White,2
11823,PO011823,8,2022-09-21,2022-11-05,351711.54,Open,,Net 60,Ruby Green,3
9042,PO009042,29,2022-09-21,2022-10-12,86189.46,Partial,,Net 30,Olivia Edwards,7
13739,PO013739,10,2022-09-21,2022-09-28,91893.93,Completed,2022-10-19,Net 30,Harper Cooper,9
8701,PO008701,44,2022-09-21,2022-10-13,69048.54,Cancelled,,Net 60,Alice Patel,7
10810,PO010810,50,2022-09-21,2022-10-14,390176.94,Completed,2022-10-16,Net 60,Amelia Hall,5
6758,PO006758,12,2022-09-21,2022-10-22,435157.59,Completed,2022-11-04,Net 30,Matthew Evans,5
10345,PO010345,37,2022-09-21,2022-11-07,345343.78,Open,,Net 90,Daniel Robinson,4
7369,PO007369,17,2022-09-22,2022-11-17,163171.13,Completed,2022-10-07,Net 30,Henry Lewis,1
14635,PO014635,1,2022-09-22,2022-10-06,380225.21,Partial,,Net 60,Charlie Jackson,3
4637,PO004637,26,2022-09-22,2022-10-30,331542.08,Cancelled,,Net 90,Oliver Hall,8
9270,PO009270,43,2022-09-22,2022-11-18,122325.7,Open,,Net 90,Joseph Harris,5
13230,PO013230,20,2022-09-22,2022-10-24,85369.96,Completed,2022-10-24,Net 90,Harry Brown,1
19194,PO019194,38,2022-09-23,2022-10-22,233168.64,Completed,2022-10-06,Net 30,Jack Johnson,2
9016,PO009016,47,2022-09-23,2022-11-16,17139.4,Completed,2022-11-04,Net 60,Ella Jackson,8
19223,PO019223,18,2022-09-23,2022-11-22,412631.29,Partial,,Net 60,Sophia Smith,3
6968,PO006968,19,2022-09-23,2022-11-08,285181.55,Open,,Net 90,Alexander Clarke,6
14711,PO014711,21,2022-09-23,2022-11-20,206930.23,Partial,,Net 45,Daniel Brown,3
3339,PO003339,2,2022-09-23,2022-10-28,269677.57,Cancelled,,Net 90,Oliver Jackson,4
1332,PO001332,20,2022-09-23,2022-10-23,363466.7,Completed,2022-10-13,Net 90,Emma Wright,6
8732,PO008732,25,2022-09-23,2022-10-20,149421.44,Completed,2022-10-05,Net 30,Freya Davies,10
1261,PO001261,18,2022-09-23,2022-11-16,436193.42,Completed,2022-10-24,Net 60,Evelyn Davies,6
10138,PO010138,50,2022-09-23,2022-10-16,37833.72,Completed,2022-10-07,Net 60,Ava Hill,6
9424,PO009424,46,2022-09-23,2022-11-22,92529.55,Completed,2022-10-12,Net 30,Alice Jackson,8
19825,PO019825,6,2022-09-24,2022-10-29,255636.69,Completed,2022-11-08,Net 60,Oliver Lewis,7
11795,PO011795,14,2022-09-24,2022-10-10,433066.5,Partial,,Net 60,Ruby Hall,7
11805,PO011805,32,2022-09-24,2022-11-17,440687.81,Completed,2022-10-27,Net 90,Harry Robinson,7
7891,PO007891,5,2022-09-24,2022-10-26,394600.42,Completed,2022-10-20,Net 90,Daniel White,4
14947,PO014947,35,2022-09-24,2022-10-27,192027.38,Completed,2022-10-09,Net 30,Lucas Wright,4
9126,PO009126,16,2022-09-24,2022-11-19,126950.45,Open,,Net 90,Daniel Turner,3
5321,PO005321,34,2022-09-24,2022-11-15,237069.59,Cancelled,,Net 45,Samuel Hall,2
19335,PO019335,43,2022-09-24,2022-11-18,182213.87,Cancelled,,Net 90,Chloe Cooper,3
14332,PO014332,37,2022-09-25,2022-11-11,109091.59,Open,,Net 60,Thomas Davies,3
6714,PO006714,46,2022-09-25,2022-11-16,466389.22,Completed,2022-10-14,Net 90,Evelyn Roberts,9
17342,PO017342,38,2022-09-25,2022-10-23,383451.89,Open,,Net 90,Jack Patel,7
8515,PO008515,39,2022-09-25,2022-10-18,405088.95,Partial,,Net 60,Noah Walker,5
4857,PO004857,16,2022-09-25,2022-11-10,338129.05,Partial,,Net 60,Lucas Thompson,5
11883,PO011883,4,2022-09-25,2022-11-03,410354.51,Partial,,Net 45,Emily Thompson,5
14755,PO014755,44,2022-09-25,2022-10-04,11665.26,Cancelled,,Net 45,Ella Thompson,5
