employee_id,employee_name,email,department,job_title,job_level,employment_type,hire_date,tenure_years,work_location,work_city,work_type,salary,manager_id,cost_centre,status,gender,age_band,performance_rating,last_promotion_date,training_hours_ytd
EMP1088,George Walker,emp1088@snowtelco.co.uk,Sales - Consumer,Lead Sales Specialist,Lead,Full-time,2025-05-07,0.7,London HQ,London,Remote,84593.0,EMP0086,CC007,Active,M,35-44,3,,60
EMP1089,Thomas Wright,emp1089@snowtelco.co.uk,Retail Operations,Entry Retail Operations Specialist,Entry,Full-time,2016-12-01,9.2,SnowTelco Newcastle Airport 5,Newcastle,On-site,26271.0,EMP0344,CC001,Active,F,25-34,5,2022-04-01,55
EMP1090,Michael Smith,emp1090@snowtelco.co.uk,Finance,Director of Finance,Director,Full-time,2024-05-12,1.7,Edinburgh Office,Edinburgh,Remote,138051.0,,CC004,Active,Other,25-34,3,2024-11-28,6
EMP1091,Emma Walker,emp1091@snowtelco.co.uk,HR,Junior HR Specialist,Junior,Full-time,2024-02-26,1.9,Cardiff Office,Cardiff,On-site,33918.0,EMP0045,CC008,Active,Other,35-44,4,2026-01-24,43
EMP1092,Sarah Thomas,emp1092@snowtelco.co.uk,Customer Service,Mid Customer Service Specialist,Mid,Full-time,2022-01-30,4.0,Glasgow Contact Centre,Glasgow,Hybrid,51203.0,EMP0386,CC003,Active,Other,45-54,4,2023-07-25,56
EMP1093,James Walker,emp1093@snowtelco.co.uk,Finance,Mid Finance Specialist,Mid,Full-time,2021-03-26,4.8,Cardiff Office,Cardiff,Hybrid,39217.0,EMP0014,CC004,Active,F,25-34,4,2024-11-10,72
EMP1094,Emma Roberts,emp1094@snowtelco.co.uk,Network Engineering,Lead Network Engineering Specialist,Lead,Full-time,2022-02-21,3.9,Edinburgh Office,Edinburgh,Remote,81145.0,EMP0158,CC002,Active,F,45-54,3,2023-05-15,1
EMP1095,George Brown,emp1095@snowtelco.co.uk,IT,Mid IT Specialist,Mid,Full-time,2021-01-18,5.0,Manchester Office,Manchester,Hybrid,43362.0,EMP0360,CC009,Active,F,45-54,4,2025-07-18,68
EMP1096,Charlotte Wilson,emp1096@snowtelco.co.uk,Customer Service,Junior Customer Service Specialist,Junior,Full-time,2018-05-03,7.7,Manchester Contact Centre,Manchester,On-site,33522.0,EMP0268,CC003,Active,M,45-54,3,2024-02-02,62
EMP1097,James Thompson,emp1097@snowtelco.co.uk,Security,Mid Security Specialist,Mid,Full-time,2021-06-02,4.7,London HQ,London,Remote,41226.0,EMP0458,CC014,Active,F,35-44,3,2022-11-15,67
EMP1098,Sophie Hall,emp1098@snowtelco.co.uk,Marketing,Lead Marketing Specialist,Lead,Full-time,2024-07-19,1.5,Birmingham Office,Birmingham,Remote,71442.0,EMP0028,CC005,Active,Other,35-44,4,2025-03-04,28
EMP1099,Michael Evans,emp1099@snowtelco.co.uk,Finance,Senior Finance Specialist,Senior,Full-time,2017-05-18,8.7,Edinburgh Office,Edinburgh,On-site,61485.0,EMP0059,CC004,Active,M,35-44,4,2021-03-31,20
EMP1100,Lucy Wright,emp1100@snowtelco.co.uk,IT,Entry IT Specialist,Entry,Contract,2016-04-06,9.8,London HQ,London,Hybrid,24514.0,EMP0104,CC009,Active,F,25-34,2,2022-09-02,5
EMP1101,Olivia Wright,emp1101@snowtelco.co.uk,Retail Operations,Mid Retail Operations Specialist,Mid,Full-time,2021-07-28,4.5,SnowTelco Bristol Flagship,Bristol,On-site,39409.0,EMP0065,CC001,Active,Other,25-34,5,2024-12-28,1
EMP1102,Sophie Jones,emp1102@snowtelco.co.uk,Customer Service,Mid Customer Service Specialist,Mid,Full-time,2019-01-05,7.1,London Contact Centre,London,Hybrid,40828.0,EMP0275,CC003,Active,M,25-34,4,2024-05-21,28
EMP1103,Amelia Roberts,emp1103@snowtelco.co.uk,Network Engineering,Junior Network Engineering Specialist,Junior,Full-time,2021-08-20,4.4,Birmingham Office,Birmingham,Hybrid,36949.0,EMP0454,CC002,Active,M,45-54,3,2024-01-03,22
EMP1104,William Taylor,emp1104@snowtelco.co.uk,IT,Lead IT Specialist,Lead,Full-time,2023-02-03,3.0,London HQ,London,Hybrid,72465.0,EMP0135,CC009,Active,Other,55+,3,2024-11-06,59
EMP1105,Michael Johnson,emp1105@snowtelco.co.uk,IT,Manager of IT,Manager,Full-time,2021-02-27,4.9,Manchester Office,Manchester,Hybrid,117891.0,EMP0011,CC009,Active,F,45-54,1,2025-08-02,18
EMP1106,James Williams,emp1106@snowtelco.co.uk,Retail Operations,Entry Retail Operations Specialist,Entry,Full-time,2021-08-10,4.5,SnowTelco Sheffield High 3,Sheffield,On-site,24476.0,EMP0356,CC001,Active,M,25-34,5,2026-01-26,10
EMP1107,Lucy White,emp1107@snowtelco.co.uk,HR,Entry HR Specialist,Entry,Full-time,2024-05-06,1.7,Edinburgh Office,Edinburgh,Hybrid,23216.0,EMP0265,CC008,Active,F,45-54,1,2025-05-19,9
EMP1108,Charlotte Jones,emp1108@snowtelco.co.uk,Sales - Consumer,Junior Sales Specialist,Junior,Full-time,2018-08-27,7.4,Edinburgh Office,Edinburgh,Remote,31010.0,EMP0393,CC007,Active,M,25-34,3,2025-04-06,21
EMP1109,Charlotte Thomas,emp1109@snowtelco.co.uk,Retail Operations,Mid Retail Operations Specialist,Mid,Contract,2020-03-14,5.9,SnowTelco Bristol Airport 3,Bristol,On-site,53190.0,EMP0064,CC001,Active,F,25-34,4,2023-08-15,44
EMP1110,Emily Evans,emp1110@snowtelco.co.uk,IT,Senior IT Specialist,Senior,Full-time,2017-06-07,8.6,London HQ,London,On-site,74706.0,EMP0159,CC009,Active,M,35-44,4,2025-07-02,28
EMP1111,Sophie Johnson,emp1111@snowtelco.co.uk,Retail Operations,Senior Retail Operations Specialist,Senior,Full-time,2020-02-28,5.9,SnowTelco Leicester Retail 4,Leicester,On-site,61737.0,EMP0083,CC001,On Leave,M,45-54,4,2023-09-20,75
EMP1112,George Jones,emp1112@snowtelco.co.uk,Network Engineering,Mid Network Engineering Specialist,Mid,Full-time,2023-02-27,2.9,Edinburgh Office,Edinburgh,On-site,48037.0,EMP0027,CC002,Active,Other,18-24,4,2024-06-21,43
EMP1113,Sarah White,emp1113@snowtelco.co.uk,Retail Operations,Manager of Retail Operations,Manager,Full-time,2023-08-10,2.5,SnowTelco Birmingham Airport 11,Birmingham,On-site,115573.0,EMP0042,CC001,Active,M,45-54,4,2024-07-03,3
EMP1114,Sarah Wright,emp1114@snowtelco.co.uk,Product Management,Entry Product Management Specialist,Entry,Full-time,2019-11-22,6.2,Cardiff Office,Cardiff,Remote,25532.0,EMP0286,CC011,Active,M,35-44,4,2024-05-03,42
EMP1115,Olivia Smith,emp1115@snowtelco.co.uk,Network Engineering,Junior Network Engineering Specialist,Junior,Full-time,2020-10-20,5.3,Cardiff Office,Cardiff,Remote,35558.0,EMP0337,CC002,Active,M,45-54,4,2021-05-28,66
EMP1116,William Taylor,emp1116@snowtelco.co.uk,IT,Senior IT Specialist,Senior,Full-time,2025-06-28,0.6,Edinburgh Office,Edinburgh,Hybrid,72274.0,EMP0192,CC009,Active,M,45-54,2,,34
EMP1117,Lucy Thomas,emp1117@snowtelco.co.uk,Customer Service,Mid Customer Service Specialist,Mid,Full-time,2019-03-15,6.9,London Contact Centre,London,On-site,52402.0,EMP0242,CC003,Active,F,35-44,3,2024-09-17,52
EMP1118,Charlotte Davies,emp1118@snowtelco.co.uk,Retail Operations,Senior Retail Operations Specialist,Senior,Full-time,2025-04-24,0.8,SnowTelco Birmingham Train 6,Birmingham,On-site,66516.0,EMP0016,CC001,Active,F,25-34,2,,18
EMP1119,James Roberts,emp1119@snowtelco.co.uk,Customer Service,Junior Customer Service Specialist,Junior,Full-time,2018-07-04,7.6,London Contact Centre,London,On-site,32176.0,EMP0413,CC003,Active,Other,55+,2,2025-11-10,51
EMP1120,David Thomas,emp1120@snowtelco.co.uk,Executive,Junior Executive Specialist,Junior,Full-time,2017-05-18,8.7,Cardiff Office,Cardiff,On-site,35276.0,EMP0361,CC015,Active,F,25-34,1,2024-07-06,34
EMP1121,Daniel Johnson,emp1121@snowtelco.co.uk,Retail Operations,Lead Retail Operations Specialist,Lead,Full-time,2017-09-09,8.4,SnowTelco London Retail 19,London,On-site,83812.0,EMP0061,CC001,Active,M,25-34,4,2025-10-24,31
EMP1122,Olivia Jones,emp1122@snowtelco.co.uk,Customer Service,Director of Customer Service,Director,Intern,2025-02-21,0.9,London Contact Centre,London,Hybrid,120876.0,,CC003,Active,F,35-44,3,,30
EMP1123,George Walker,emp1123@snowtelco.co.uk,Network Engineering,Entry Network Engineering Specialist,Entry,Full-time,2024-12-14,1.1,Manchester Office,Manchester,Hybrid,25488.0,EMP0142,CC002,Active,M,35-44,3,2025-11-22,28
EMP1124,Emily Wilson,emp1124@snowtelco.co.uk,Finance,Mid Finance Specialist,Mid,Full-time,2025-10-06,0.3,Cardiff Office,Cardiff,Hybrid,49239.0,EMP0147,CC004,Active,M,35-44,4,,62
EMP1125,Thomas Brown,emp1125@snowtelco.co.uk,Sales - B2B,Mid Sales Specialist,Mid,Full-time,2018-12-23,7.1,Edinburgh Office,Edinburgh,Remote,38430.0,EMP0014,CC006,Active,Other,55+,4,2023-03-01,47
EMP1126,George Brown,emp1126@snowtelco.co.uk,Customer Service,Entry Customer Service Specialist,Entry,Full-time,2022-01-22,4.0,Glasgow Contact Centre,Glasgow,On-site,23143.0,EMP0055,CC003,Active,F,35-44,4,2022-11-13,57
EMP1127,David Wilson,emp1127@snowtelco.co.uk,IT,Mid IT Specialist,Mid,Full-time,2017-10-27,8.3,Edinburgh Office,Edinburgh,Hybrid,50975.0,EMP0225,CC009,Active,Other,45-54,3,2020-10-13,15
EMP1128,Amelia Smith,emp1128@snowtelco.co.uk,IT,Senior IT Specialist,Senior,Full-time,2016-04-17,9.8,Manchester Office,Manchester,Remote,61084.0,EMP0118,CC009,Active,M,25-34,4,2017-06-22,60
EMP1129,Charlotte Taylor,emp1129@snowtelco.co.uk,Retail Operations,Mid Retail Operations Specialist,Mid,Part-time,2025-01-29,1.0,SnowTelco Norwich Standard,Norwich,On-site,54319.0,EMP0076,CC001,Active,F,18-24,4,,37
EMP1130,Thomas Davies,emp1130@snowtelco.co.uk,Retail Operations,Senior Retail Operations Specialist,Senior,Full-time,2017-07-10,8.6,SnowTelco Bristol Train 5,Bristol,On-site,74487.0,EMP0085,CC001,Active,F,25-34,5,2022-11-02,53
EMP1131,Amelia Williams,emp1131@snowtelco.co.uk,Customer Service,Senior Customer Service Specialist,Senior,Full-time,2024-12-21,1.1,Glasgow Contact Centre,Glasgow,Hybrid,68862.0,EMP0140,CC003,Active,Other,45-54,3,2025-12-30,26
EMP1132,Harry Jones,emp1132@snowtelco.co.uk,Customer Service,Senior Customer Service Specialist,Senior,Full-time,2021-10-26,4.3,Manchester Contact Centre,Manchester,On-site,65590.0,EMP0162,CC003,On Leave,M,25-34,3,2024-12-10,79
EMP1133,Lucy Thompson,emp1133@snowtelco.co.uk,IT,Manager of IT,Manager,Part-time,2023-06-28,2.6,Edinburgh Office,Edinburgh,Remote,119969.0,EMP0008,CC009,Active,M,25-34,4,2025-11-26,6
EMP1134,Olivia White,emp1134@snowtelco.co.uk,Customer Service,Senior Customer Service Specialist,Senior,Full-time,2024-01-06,2.1,London Contact Centre,London,On-site,64143.0,EMP0093,CC003,Active,F,25-34,5,2026-01-07,54
EMP1135,David Smith,emp1135@snowtelco.co.uk,HR,Mid HR Specialist,Mid,Full-time,2021-07-13,4.5,Birmingham Office,Birmingham,Hybrid,48359.0,EMP0423,CC008,Active,F,35-44,3,2024-07-17,26
EMP1136,Daniel Evans,emp1136@snowtelco.co.uk,Retail Operations,Manager of Retail Operations,Manager,Full-time,2022-06-12,3.6,SnowTelco Bristol Retail 6,Bristol,On-site,106080.0,EMP0033,CC001,Active,M,45-54,3,2025-10-04,32
EMP1137,Lucy Wright,emp1137@snowtelco.co.uk,Retail Operations,Lead Retail Operations Specialist,Lead,Full-time,2019-08-27,6.4,SnowTelco London Airport 44,London,On-site,72160.0,EMP0174,CC001,Active,F,35-44,4,2021-11-06,24
EMP1138,George Evans,emp1138@snowtelco.co.uk,Marketing,Junior Marketing Specialist,Junior,Part-time,2021-06-03,4.7,Edinburgh Office,Edinburgh,Hybrid,35771.0,EMP0280,CC005,Active,M,45-54,4,2025-10-07,53
EMP1139,Thomas Johnson,emp1139@snowtelco.co.uk,Network Engineering,Entry Network Engineering Specialist,Entry,Full-time,2024-10-11,1.3,Cardiff Office,Cardiff,On-site,25783.0,EMP0200,CC002,Active,M,45-54,3,2026-01-05,28
EMP1140,George Smith,emp1140@snowtelco.co.uk,Legal,Mid Legal Specialist,Mid,Full-time,2017-09-26,8.3,Birmingham Office,Birmingham,Hybrid,44799.0,EMP0316,CC010,Active,F,45-54,5,2025-12-12,38
EMP1141,Olivia Williams,emp1141@snowtelco.co.uk,Sales - B2B,Junior Sales Specialist,Junior,Full-time,2016-08-14,9.5,London HQ,London,On-site,32233.0,EMP0387,CC006,Active,Other,25-34,3,2021-11-14,48
EMP1142,Lucy Hall,emp1142@snowtelco.co.uk,Sales - Consumer,Director of Sales - Consumer,Director,Full-time,2024-11-25,1.2,Birmingham Office,Birmingham,On-site,127235.0,,CC007,Active,Other,35-44,3,2025-06-23,57
EMP1143,George Wright,emp1143@snowtelco.co.uk,Marketing,Entry Marketing Specialist,Entry,Full-time,2021-01-20,5.0,Birmingham Office,Birmingham,Remote,23985.0,EMP0158,CC005,Notice Period,M,35-44,4,2022-04-03,12
EMP1144,Charlotte Johnson,emp1144@snowtelco.co.uk,Sales - B2B,Manager of Sales - B2B,Manager,Part-time,2023-10-30,2.2,Birmingham Office,Birmingham,Remote,102854.0,EMP0035,CC006,Active,M,35-44,4,2025-04-28,71
EMP1145,Harry Wilson,emp1145@snowtelco.co.uk,Network Engineering,Mid Network Engineering Specialist,Mid,Contract,2017-04-26,8.8,Edinburgh Office,Edinburgh,Hybrid,40592.0,EMP0001,CC002,Active,F,25-34,4,2021-08-16,49
EMP1146,David Thompson,emp1146@snowtelco.co.uk,Sales - Consumer,Junior Sales Specialist,Junior,Full-time,2022-12-15,3.1,Cardiff Office,Cardiff,Hybrid,34123.0,EMP0078,CC007,Active,Other,55+,3,2024-03-21,32
EMP1147,David Williams,emp1147@snowtelco.co.uk,Customer Service,Entry Customer Service Specialist,Entry,Full-time,2023-05-17,2.7,Glasgow Contact Centre,Glasgow,On-site,26394.0,EMP0295,CC003,Active,M,25-34,5,2024-05-11,24
EMP1148,Emily Smith,emp1148@snowtelco.co.uk,Retail Operations,Mid Retail Operations Specialist,Mid,Full-time,2025-03-30,0.8,SnowTelco Glasgow Shopping 5,Glasgow,On-site,42322.0,EMP0296,CC001,Active,M,18-24,3,,0
EMP1149,Emma Wright,emp1149@snowtelco.co.uk,Retail Operations,Junior Retail Operations Specialist,Junior,Part-time,2025-11-21,0.2,SnowTelco London Flagship,London,On-site,29785.0,EMP0058,CC001,Active,Other,25-34,1,,26
EMP1150,David Evans,emp1150@snowtelco.co.uk,Product Management,Mid Product Management Specialist,Mid,Full-time,2021-07-30,4.5,Cardiff Office,Cardiff,On-site,42028.0,EMP0377,CC011,Active,F,25-34,4,2022-10-08,8
EMP1151,George Williams,emp1151@snowtelco.co.uk,Retail Operations,Mid Retail Operations Specialist,Mid,Full-time,2018-02-11,8.0,SnowTelco London Shopping 13,London,On-site,42214.0,EMP0110,CC001,On Leave,F,45-54,3,2024-04-30,40
EMP1152,Daniel Davies,emp1152@snowtelco.co.uk,Network Engineering,Junior Network Engineering Specialist,Junior,Full-time,2017-11-13,8.2,Birmingham Office,Birmingham,On-site,32334.0,EMP0364,CC002,Active,Other,18-24,3,2025-01-11,42
EMP1153,Thomas Taylor,emp1153@snowtelco.co.uk,Retail Operations,Junior Retail Operations Specialist,Junior,Full-time,2019-04-18,6.8,SnowTelco Sheffield Airport 5,Sheffield,On-site,29318.0,EMP0188,CC001,Active,F,25-34,1,2020-12-07,75
EMP1154,William Williams,emp1154@snowtelco.co.uk,Sales - Consumer,Mid Sales Specialist,Mid,Contract,2021-02-09,5.0,Edinburgh Office,Edinburgh,Remote,52617.0,EMP0087,CC007,Active,F,25-34,3,2024-09-22,18
EMP1155,Sophie Jones,emp1155@snowtelco.co.uk,Sales - B2B,Entry Sales Specialist,Entry,Full-time,2025-06-15,0.6,London HQ,London,Hybrid,27831.0,EMP0164,CC006,Active,M,35-44,3,,20
EMP1156,Emily White,emp1156@snowtelco.co.uk,Marketing,Lead Marketing Specialist,Lead,Full-time,2016-04-27,9.8,Cardiff Office,Cardiff,Remote,89131.0,EMP0169,CC005,Active,Other,35-44,4,2025-05-05,72
EMP1157,William Smith,emp1157@snowtelco.co.uk,Customer Service,Entry Customer Service Specialist,Entry,Full-time,2024-11-16,1.2,Manchester Contact Centre,Manchester,On-site,22992.0,EMP0291,CC003,Active,F,55+,4,2025-08-10,34
EMP1158,David White,emp1158@snowtelco.co.uk,HR,Junior HR Specialist,Junior,Full-time,2017-02-15,9.0,London HQ,London,On-site,31555.0,EMP0049,CC008,Active,Other,25-34,2,2025-02-05,33
EMP1159,Lucy Jones,emp1159@snowtelco.co.uk,Customer Service,Senior Customer Service Specialist,Senior,Part-time,2016-12-17,9.1,Manchester Contact Centre,Manchester,Hybrid,72529.0,EMP0151,CC003,Active,M,25-34,3,2018-01-16,46
EMP1160,Emily Williams,emp1160@snowtelco.co.uk,Finance,Director of Finance,Director,Full-time,2022-11-06,3.2,Manchester Office,Manchester,Hybrid,149865.0,,CC004,Active,F,35-44,4,2023-05-11,69
EMP1161,Michael Wilson,emp1161@snowtelco.co.uk,IT,VP of IT,VP,Full-time,2019-04-27,6.8,Cardiff Office,Cardiff,Remote,152928.0,,CC009,Active,M,18-24,4,2020-02-09,7
EMP1162,Michael Hall,emp1162@snowtelco.co.uk,Network Engineering,Junior Network Engineering Specialist,Junior,Full-time,2018-10-10,7.3,Birmingham Office,Birmingham,Remote,28647.0,EMP0255,CC002,Active,Other,25-34,4,2019-04-26,55
EMP1163,Charlotte Davies,emp1163@snowtelco.co.uk,Network Engineering,Mid Network Engineering Specialist,Mid,Full-time,2020-02-06,6.0,Manchester Office,Manchester,Remote,49414.0,EMP0083,CC002,Active,Other,45-54,4,2024-04-07,76
EMP1164,William Walker,emp1164@snowtelco.co.uk,Retail Operations,Senior Retail Operations Specialist,Senior,Full-time,2020-12-05,5.2,SnowTelco London Shopping 3,London,On-site,58309.0,EMP0007,CC001,Active,F,25-34,3,2022-03-03,25
EMP1165,James Roberts,emp1165@snowtelco.co.uk,Retail Operations,Entry Retail Operations Specialist,Entry,Full-time,2023-12-21,2.1,SnowTelco Liverpool Flagship,Liverpool,On-site,27897.0,EMP0048,CC001,Active,Other,35-44,5,2026-01-25,76
EMP1166,Michael White,emp1166@snowtelco.co.uk,Retail Operations,Senior Retail Operations Specialist,Senior,Full-time,2016-09-18,9.4,SnowTelco Liverpool Airport 6,Liverpool,On-site,56911.0,EMP0021,CC001,Active,F,45-54,3,2021-12-25,13
EMP1167,Emma Smith,emp1167@snowtelco.co.uk,Customer Service,Senior Customer Service Specialist,Senior,Intern,2017-01-17,9.0,Manchester Contact Centre,Manchester,Hybrid,71525.0,EMP0020,CC003,Active,F,25-34,4,2018-11-27,53
EMP1168,Olivia Wright,emp1168@snowtelco.co.uk,Retail Operations,Junior Retail Operations Specialist,Junior,Full-time,2023-09-21,2.4,SnowTelco Reading Standard,Reading,On-site,29268.0,EMP0386,CC001,Active,F,25-34,3,2025-07-14,6
EMP1169,Sophie Thomas,emp1169@snowtelco.co.uk,Customer Service,Lead Customer Service Specialist,Lead,Full-time,2019-10-08,6.3,Glasgow Contact Centre,Glasgow,Hybrid,88299.0,EMP0116,CC003,Active,M,45-54,4,2023-08-24,13
EMP1170,Emma Taylor,emp1170@snowtelco.co.uk,Product Management,Junior Product Management Specialist,Junior,Full-time,2023-09-27,2.3,Birmingham Office,Birmingham,Hybrid,29446.0,EMP0202,CC011,Active,F,25-34,3,2024-10-17,37
EMP1171,Olivia Thomas,emp1171@snowtelco.co.uk,HR,Mid HR Specialist,Mid,Full-time,2022-12-16,3.1,Edinburgh Office,Edinburgh,Hybrid,39186.0,EMP0384,CC008,Active,M,35-44,3,2025-02-11,22
EMP1172,Michael Johnson,emp1172@snowtelco.co.uk,Customer Service,Lead Customer Service Specialist,Lead,Full-time,2025-12-18,0.1,London Contact Centre,London,On-site,71749.0,EMP0082,CC003,Active,F,35-44,4,,20
EMP1173,Charlotte Thompson,emp1173@snowtelco.co.uk,IT,Lead IT Specialist,Lead,Contract,2022-07-29,3.5,Edinburgh Office,Edinburgh,Hybrid,71193.0,EMP0106,CC009,On Leave,Other,35-44,3,2025-08-14,58
EMP1174,Olivia White,emp1174@snowtelco.co.uk,Retail Operations,Senior Retail Operations Specialist,Senior,Full-time,2023-02-12,3.0,SnowTelco Bristol Train 5,Bristol,On-site,58992.0,EMP0169,CC001,Active,F,45-54,3,2025-06-19,43
EMP1175,Daniel Wilson,emp1175@snowtelco.co.uk,Finance,Senior Finance Specialist,Senior,Full-time,2024-09-07,1.4,Cardiff Office,Cardiff,On-site,58082.0,EMP0135,CC004,Active,F,35-44,3,2026-01-19,42
EMP1176,David Williams,emp1176@snowtelco.co.uk,IT,Lead IT Specialist,Lead,Full-time,2022-03-22,3.9,London HQ,London,Hybrid,85476.0,EMP0014,CC009,Active,M,55+,5,2024-10-01,8
EMP1177,Emily Brown,emp1177@snowtelco.co.uk,Retail Operations,Director of Retail Operations,Director,Full-time,2020-01-13,6.0,SnowTelco Birmingham Airport 8,Birmingham,On-site,135913.0,,CC001,Active,Other,25-34,3,2024-11-27,28
EMP1178,Lucy Taylor,emp1178@snowtelco.co.uk,Marketing,Mid Marketing Specialist,Mid,Part-time,2017-12-20,8.1,Birmingham Office,Birmingham,Hybrid,47695.0,EMP0317,CC005,Active,M,45-54,3,2024-09-14,57
EMP1179,William Johnson,emp1179@snowtelco.co.uk,Facilities,Entry Facilities Specialist,Entry,Full-time,2017-02-04,9.0,London HQ,London,Hybrid,22549.0,EMP0361,CC013,Active,M,25-34,3,2025-03-09,50
EMP1180,Amelia Brown,emp1180@snowtelco.co.uk,Network Engineering,Lead Network Engineering Specialist,Lead,Part-time,2018-08-15,7.5,Manchester Office,Manchester,On-site,71766.0,EMP0179,CC002,Active,F,25-34,4,2024-12-19,36
EMP1181,Lucy Evans,emp1181@snowtelco.co.uk,Network Engineering,Entry Network Engineering Specialist,Entry,Full-time,2022-01-11,4.0,London HQ,London,On-site,27284.0,EMP0258,CC002,Active,M,35-44,1,2025-08-06,56
EMP1182,Emily White,emp1182@snowtelco.co.uk,Facilities,Lead Facilities Specialist,Lead,Full-time,2019-03-06,6.9,Edinburgh Office,Edinburgh,Remote,85602.0,EMP0088,CC013,Active,M,55+,3,2022-11-28,6
EMP1183,Sophie Jones,emp1183@snowtelco.co.uk,Sales - B2B,Lead Sales Specialist,Lead,Contract,2019-01-02,7.1,Birmingham Office,Birmingham,On-site,79498.0,EMP0022,CC006,Active,F,35-44,5,2025-07-22,72
EMP1184,Thomas Roberts,emp1184@snowtelco.co.uk,Customer Service,Senior Customer Service Specialist,Senior,Full-time,2020-05-24,5.7,Glasgow Contact Centre,Glasgow,On-site,70947.0,EMP0054,CC003,Active,Other,45-54,5,2021-11-23,22
EMP1185,David Wilson,emp1185@snowtelco.co.uk,Network Engineering,Mid Network Engineering Specialist,Mid,Full-time,2024-09-28,1.3,Edinburgh Office,Edinburgh,Remote,50137.0,EMP0323,CC002,Active,F,25-34,3,2025-07-23,33
EMP1186,Sarah Thomas,emp1186@snowtelco.co.uk,Product Management,Senior Product Management Specialist,Senior,Full-time,2023-10-31,2.2,Cardiff Office,Cardiff,Remote,59560.0,EMP0026,CC011,Active,M,25-34,5,2025-02-13,21
EMP1187,Emma Evans,emp1187@snowtelco.co.uk,Sales - B2B,Manager of Sales - B2B,Manager,Full-time,2022-07-24,3.5,Edinburgh Office,Edinburgh,Hybrid,111165.0,EMP0050,CC006,Active,F,35-44,2,2024-06-15,43
EMP1188,James Jones,emp1188@snowtelco.co.uk,Sales - B2B,Mid Sales Specialist,Mid,Full-time,2025-05-09,0.7,Edinburgh Office,Edinburgh,Hybrid,38002.0,EMP0213,CC006,Active,M,35-44,2,,79
EMP1189,Michael White,emp1189@snowtelco.co.uk,Network Engineering,VP of Network Engineering,VP,Full-time,2024-09-19,1.4,Birmingham Office,Birmingham,Remote,183583.0,,CC002,Active,Other,25-34,4,2026-01-11,59
EMP1190,Amelia Hall,emp1190@snowtelco.co.uk,HR,Mid HR Specialist,Mid,Full-time,2017-12-28,8.1,Edinburgh Office,Edinburgh,Remote,54968.0,EMP0319,CC008,Active,F,35-44,4,2019-05-26,20
EMP1191,Sophie Brown,emp1191@snowtelco.co.uk,Sales - B2B,Lead Sales Specialist,Lead,Part-time,2023-09-14,2.4,Manchester Office,Manchester,Hybrid,70778.0,EMP0144,CC006,Active,M,18-24,3,2025-12-23,33
EMP1192,Harry Davies,emp1192@snowtelco.co.uk,Sales - B2B,Junior Sales Specialist,Junior,Full-time,2020-06-30,5.6,Manchester Office,Manchester,Hybrid,28588.0,EMP0120,CC006,Active,Other,18-24,5,2022-06-16,12
EMP1193,Daniel Williams,emp1193@snowtelco.co.uk,IT,Mid IT Specialist,Mid,Part-time,2024-03-02,1.9,Birmingham Office,Birmingham,On-site,39859.0,EMP0082,CC009,Active,F,45-54,5,2025-05-29,51
EMP1194,David Wilson,emp1194@snowtelco.co.uk,Sales - B2B,Entry Sales Specialist,Entry,Full-time,2023-08-03,2.5,Edinburgh Office,Edinburgh,Remote,26463.0,EMP0451,CC006,Active,Other,35-44,4,2024-09-16,4
EMP1195,Emily Johnson,emp1195@snowtelco.co.uk,Marketing,Mid Marketing Specialist,Mid,Full-time,2019-03-01,6.9,Cardiff Office,Cardiff,On-site,41081.0,EMP0361,CC005,Active,Other,25-34,3,2021-01-20,25
EMP1196,James Johnson,emp1196@snowtelco.co.uk,Retail Operations,Senior Retail Operations Specialist,Senior,Full-time,2016-03-19,9.9,SnowTelco Milton Keynes Retail 2,Milton Keynes,On-site,70639.0,EMP0058,CC001,Active,F,35-44,3,2024-10-15,49
EMP1197,Harry Johnson,emp1197@snowtelco.co.uk,IT,Entry IT Specialist,Entry,Part-time,2025-06-24,0.6,Manchester Office,Manchester,Remote,25367.0,EMP0001,CC009,Active,M,25-34,5,,60
EMP1198,Amelia Jones,emp1198@snowtelco.co.uk,Customer Service,Manager of Customer Service,Manager,Full-time,2024-09-21,1.4,Glasgow Contact Centre,Glasgow,Hybrid,92313.0,EMP0006,CC003,Active,M,35-44,3,2025-11-01,67
EMP1199,Sarah Wright,emp1199@snowtelco.co.uk,Executive,Senior Executive Specialist,Senior,Full-time,2020-05-18,5.7,Edinburgh Office,Edinburgh,Remote,55149.0,EMP0060,CC015,Active,M,35-44,3,2023-07-27,13
EMP1200,William Thomas,emp1200@snowtelco.co.uk,Retail Operations,Senior Retail Operations Specialist,Senior,Full-time,2025-09-08,0.4,SnowTelco Derby Shopping 2,Derby,On-site,71752.0,EMP0124,CC001,Active,F,25-34,4,,29
EMP1201,Harry Wilson,emp1201@snowtelco.co.uk,Product Management,Mid Product Management Specialist,Mid,Full-time,2016-10-28,9.3,Cardiff Office,Cardiff,Hybrid,42641.0,EMP0459,CC011,Active,Other,25-34,4,2024-07-07,34
EMP1202,Emily Hall,emp1202@snowtelco.co.uk,Retail Operations,Mid Retail Operations Specialist,Mid,Full-time,2025-08-14,0.5,SnowTelco Birmingham Retail 4,Birmingham,On-site,38572.0,EMP0077,CC001,Active,F,45-54,4,,73
