fraud_case_id,fraud_type_id,detection_date,detection_timestamp,detection_method,ml_confidence_score,subscriber_key,msisdn,suspected_amount,actual_loss,prevented_loss,status,resolution_type,resolution_date,investigating_team,city,risk_score,is_repeat_offender
8993,10,2026-01-18,2026-01-18 13:46:00,Manual Review,,14078,447622344443,1223.74,0.0,1223.74,Resolved,Customer Warned,2026-02-17,Fraud Ops,Glasgow,69,False
8994,10,2025-09-02,2025-09-02 20:01:00,ML Model,0.78,1324,447268528696,1728.7,0.0,1728.7,Confirmed,No Action,,Fraud Ops,Leicester,95,False
8995,3,2025-04-19,2025-04-19 08:08:00,ML Model,0.77,5271,447524048923,21146.09,0.0,21146.09,Resolved,Law Enforcement,2025-05-02,Security,Leicester,61,False
8996,2,2025-06-05,2025-06-05 05:33:00,Partner Alert,,9556,447725020627,1339.94,714.57,647.88,False Positive,,,Security,Liverpool,73,False
8997,7,2025-11-18,2025-11-18 12:38:00,ML Model,0.99,3256,447859506523,693.45,0.0,693.45,Resolved,Write-off,2025-11-22,External Partner,Nottingham,68,False
8998,6,2026-01-06,2026-01-06 13:55:00,Rule Engine,,11665,447827887239,1775.51,0.0,1775.51,Confirmed,Write-off,,Fraud Ops,Bristol,71,False
8999,5,2025-12-01,2025-12-01 19:31:00,Customer Report,,12209,447899974979,41189.72,32099.61,17420.78,Investigating,,,Fraud Ops,Nottingham,68,False
9000,10,2025-01-01,2025-01-01 09:36:00,Real-time Monitor,,12726,447596116345,816.78,0.0,816.78,Resolved,Refund Issued,2025-01-15,External Partner,Southampton,73,True
9001,12,2025-08-04,2025-08-04 06:07:00,ML Model,0.94,10593,447195377194,1113.88,415.06,407.52,Investigating,,,Security,Manchester,96,False
9002,3,2025-03-12,2025-03-12 01:56:00,Real-time Monitor,,28120,447539517500,40585.2,0.0,40585.2,Resolved,Account Blocked,2025-03-14,Revenue Assurance,Cardiff,74,False
9003,8,2025-03-29,2025-03-29 01:09:00,Customer Report,,6912,447381336091,2894.12,1561.96,937.82,Investigating,,,Revenue Assurance,Belfast,65,False
9004,3,2025-11-14,2025-11-14 12:55:00,ML Model,0.93,1727,447861197619,14099.49,0.0,14099.49,Resolved,Account Blocked,2025-12-14,External Partner,London,91,False
9005,7,2025-04-16,2025-04-16 15:27:00,Manual Review,,7024,447234790127,185.13,0.0,185.13,Detected,,,Security,Southampton,87,False
9006,9,2026-02-21,2026-02-21 05:52:00,Customer Report,,21512,447524870217,932.25,433.79,440.25,Investigating,,,External Partner,Sheffield,82,False
9007,2,2025-02-12,2025-02-12 23:31:00,ML Model,0.94,13514,447574775543,4772.54,0.0,4772.54,Detected,,,Revenue Assurance,London,62,True
9008,5,2025-03-14,2025-03-14 06:00:00,ML Model,0.9,20282,447463453355,25201.63,0.0,25201.63,Confirmed,Law Enforcement,,Fraud Ops,Birmingham,78,False
9009,2,2025-12-06,2025-12-06 08:11:00,ML Model,0.78,27753,447534381034,1001.03,0.0,1001.03,Confirmed,Law Enforcement,,Security,Liverpool,60,False
9010,11,2025-04-20,2025-04-20 17:36:00,Rule Engine,,26206,447473351781,2389.1,0.0,2389.1,Resolved,Write-off,2025-05-05,External Partner,London,96,False
9011,3,2025-05-16,2025-05-16 16:23:00,ML Model,0.71,25207,447358864943,43273.3,13021.65,10204.98,Investigating,,,External Partner,Liverpool,76,False
9012,3,2025-10-20,2025-10-20 13:18:00,ML Model,0.8,4629,447250920842,8426.44,0.0,8426.44,Resolved,Customer Warned,2025-11-01,Revenue Assurance,Southampton,77,True
9013,9,2025-05-13,2025-05-13 21:04:00,Partner Alert,,3436,447877832340,1535.23,0.0,1535.23,Resolved,Account Blocked,2025-05-17,Security,Leeds,73,False
9014,2,2025-02-02,2025-02-02 18:51:00,Manual Review,,22467,447648091800,4129.36,0.0,4129.36,Resolved,Refund Issued,2025-02-12,Revenue Assurance,Belfast,92,False
9015,2,2025-06-01,2025-06-01 18:46:00,ML Model,0.8,377,447448297816,839.46,447.64,236.1,Investigating,,,External Partner,Cardiff,61,False
9016,12,2025-08-24,2025-08-24 16:15:00,Real-time Monitor,,17895,447428467290,179.9,0.0,179.9,Resolved,Account Blocked,2025-09-09,Fraud Ops,Birmingham,72,False
9017,7,2025-02-28,2025-02-28 06:35:00,Rule Engine,,28679,447127322211,1645.12,0.0,1645.12,Confirmed,Write-off,,External Partner,Newcastle,64,False
9018,9,2025-02-18,2025-02-18 19:34:00,Rule Engine,,24528,447606678480,1503.42,0.0,1503.42,Resolved,Refund Issued,2025-03-01,External Partner,Sheffield,79,False
9019,10,2025-09-21,2025-09-21 01:23:00,ML Model,0.99,29248,447829330731,745.65,0.0,745.65,Confirmed,Account Blocked,,Security,Leeds,84,False
9020,3,2025-09-07,2025-09-07 06:03:00,ML Model,0.95,10892,447972847675,22678.38,0.0,22678.38,Resolved,Refund Issued,2025-10-06,Fraud Ops,London,63,False
9021,1,2026-01-07,2026-01-07 06:59:00,ML Model,0.77,22344,447342821955,4089.72,1429.62,1566.72,Investigating,,,Fraud Ops,Sheffield,91,False
9022,2,2025-02-16,2025-02-16 12:32:00,Customer Report,,6423,447892559730,389.07,0.0,389.07,Confirmed,Account Blocked,,Fraud Ops,Cardiff,60,True
9023,3,2025-05-27,2025-05-27 22:52:00,Rule Engine,,29604,447181533092,42346.91,0.0,42346.91,Resolved,Refund Issued,2025-05-29,External Partner,Leeds,98,False
9024,8,2025-04-30,2025-04-30 03:05:00,ML Model,0.93,16079,447153760231,2375.18,1382.31,684.71,False Positive,,,Revenue Assurance,Edinburgh,79,False
9025,7,2025-02-03,2025-02-03 10:11:00,Rule Engine,,10563,447243810918,995.74,586.12,218.34,Escalated,,,Fraud Ops,Belfast,75,False
9026,6,2025-12-14,2025-12-14 11:53:00,Partner Alert,,16945,447223871863,548.78,0.0,548.78,Detected,,,Fraud Ops,Newcastle,67,False
9027,2,2025-02-27,2025-02-27 09:16:00,Customer Report,,1700,447463488636,3207.85,2351.64,1243.75,Escalated,,,Fraud Ops,Glasgow,98,False
9028,5,2025-04-15,2025-04-15 05:59:00,ML Model,0.88,14362,447430498058,18778.74,0.0,18778.74,Confirmed,Law Enforcement,,Revenue Assurance,Liverpool,72,False
9029,3,2025-11-21,2025-11-21 12:33:00,ML Model,0.85,13989,447965647293,9172.01,0.0,9172.01,Confirmed,Refund Issued,,Fraud Ops,London,93,False
9030,8,2025-01-23,2025-01-23 17:55:00,ML Model,0.66,13254,447794119501,42202.34,0.0,42202.34,Detected,,,Revenue Assurance,London,70,False
9031,3,2025-10-02,2025-10-02 04:26:00,ML Model,0.83,20264,447737819119,40829.59,14080.79,14695.03,False Positive,,,Revenue Assurance,Sheffield,85,False
9032,5,2025-07-22,2025-07-22 06:25:00,ML Model,0.93,19029,447437122564,13909.86,10685.5,5820.37,False Positive,,,External Partner,Leeds,74,False
9033,1,2025-05-22,2025-05-22 18:57:00,Real-time Monitor,,10704,447554025000,1572.56,0.0,1572.56,Detected,,,Security,Cardiff,75,True
9034,1,2025-04-01,2025-04-01 08:15:00,Real-time Monitor,,16941,447769416154,3641.37,1527.32,1045.12,False Positive,,,External Partner,Leeds,73,False
9035,10,2025-02-26,2025-02-26 15:27:00,Manual Review,,9305,447483751898,1759.94,0.0,1759.94,Confirmed,Account Blocked,,Fraud Ops,Nottingham,88,False
9036,2,2025-11-08,2025-11-08 15:07:00,Partner Alert,,22315,447888891196,2330.1,0.0,2330.1,Confirmed,Customer Warned,,Security,Nottingham,71,True
9037,8,2025-05-23,2025-05-23 12:10:00,Rule Engine,,26530,447319752945,13320.38,0.0,13320.38,Resolved,Account Blocked,2025-06-12,Fraud Ops,Edinburgh,66,False
9038,2,2025-07-02,2025-07-02 10:30:00,Rule Engine,,6863,447752459775,4137.64,0.0,4137.64,Confirmed,Write-off,,Security,Belfast,78,False
9039,10,2025-11-27,2025-11-27 10:07:00,Manual Review,,8679,447985768864,1682.17,1222.34,725.68,Investigating,,,Fraud Ops,Newcastle,88,False
9040,12,2025-02-09,2025-02-09 07:08:00,Partner Alert,,10208,447753779624,884.07,0.0,884.07,Resolved,Write-off,2025-03-09,Fraud Ops,Bristol,98,True
9041,10,2025-11-19,2025-11-19 10:38:00,Customer Report,,16388,447947872704,92.0,0.0,92.0,Confirmed,Refund Issued,,Security,Sheffield,95,False
9042,1,2025-07-25,2025-07-25 11:45:00,Rule Engine,,7531,447279549498,3810.29,1870.76,911.64,Investigating,,,Revenue Assurance,Leeds,65,False
9043,11,2025-07-24,2025-07-24 16:11:00,ML Model,0.81,19719,447252036972,1519.61,1077.72,483.37,Escalated,,,Security,London,84,False
9044,10,2025-11-25,2025-11-25 10:15:00,Real-time Monitor,,7047,447333032628,610.14,453.68,151.77,Investigating,,,Fraud Ops,Leeds,98,False
9045,8,2026-01-07,2026-01-07 19:37:00,ML Model,0.92,19195,447618063812,48517.97,24599.72,11865.69,Investigating,,,Revenue Assurance,Manchester,84,False
9046,12,2025-11-20,2025-11-20 22:00:00,ML Model,0.91,8842,447654750294,359.83,238.01,171.15,Investigating,,,Security,Newcastle,91,False
9047,9,2025-01-11,2025-01-11 03:55:00,ML Model,0.97,2788,447973602858,1390.36,0.0,1390.36,Resolved,No Action,2025-01-28,Fraud Ops,Cardiff,100,False
9048,2,2025-10-31,2025-10-31 23:37:00,Customer Report,,26901,447256253364,1706.35,820.75,734.39,False Positive,,,Revenue Assurance,Southampton,90,False
9049,6,2025-01-09,2025-01-09 01:22:00,Real-time Monitor,,23458,447392260629,1489.87,1092.05,299.87,Escalated,,,Fraud Ops,Leicester,90,False
9050,4,2026-01-13,2026-01-13 13:37:00,Rule Engine,,5611,447249706022,411.8,143.04,103.16,False Positive,,,Revenue Assurance,Birmingham,61,False
9051,1,2025-03-13,2025-03-13 23:43:00,Rule Engine,,26654,447612525981,3784.07,0.0,3784.07,Resolved,No Action,2025-04-01,External Partner,Belfast,89,False
9052,1,2025-05-26,2025-05-26 00:49:00,Rule Engine,,25513,447512397210,4486.46,0.0,4486.46,Resolved,No Action,2025-05-29,Revenue Assurance,Edinburgh,80,False
9053,7,2025-06-22,2025-06-22 03:48:00,ML Model,0.71,21053,447172289656,311.9,140.93,152.0,Escalated,,,External Partner,Sheffield,62,False
9054,6,2026-01-03,2026-01-03 12:44:00,Rule Engine,,5859,447976536749,516.22,0.0,516.22,Resolved,Account Blocked,2026-01-30,Fraud Ops,Manchester,94,False
9055,12,2025-06-02,2025-06-02 12:44:00,Partner Alert,,4498,447545651663,1290.9,888.41,308.13,Investigating,,,Security,Leicester,99,False
9056,4,2025-06-10,2025-06-10 09:34:00,ML Model,0.67,1295,447788380218,151.42,57.38,39.21,Escalated,,,Fraud Ops,Glasgow,99,False
9057,6,2025-02-20,2025-02-20 16:00:00,Rule Engine,,24674,447439943453,1389.66,0.0,1389.66,Confirmed,No Action,,External Partner,Cardiff,77,True
9058,1,2025-04-30,2025-04-30 06:55:00,ML Model,0.84,13997,447933595286,1212.93,430.46,453.81,False Positive,,,Fraud Ops,Edinburgh,79,False
9059,2,2025-01-09,2025-01-09 08:22:00,Manual Review,,7036,447432970466,695.88,335.33,210.66,Escalated,,,Revenue Assurance,Bristol,69,False
9060,10,2025-09-11,2025-09-11 06:47:00,Manual Review,,20867,447430481301,1489.43,0.0,1489.43,Detected,,,External Partner,Birmingham,94,False
9061,11,2025-05-31,2025-05-31 04:40:00,Real-time Monitor,,3263,447198049414,1949.13,0.0,1949.13,Resolved,Refund Issued,2025-06-03,Revenue Assurance,Leicester,85,False
9062,2,2025-05-20,2025-05-20 09:37:00,Rule Engine,,3087,447106424353,4686.28,3527.23,1208.45,Investigating,,,Security,Southampton,75,False
9063,1,2025-04-03,2025-04-03 21:29:00,Real-time Monitor,,19280,447317553643,3587.28,2491.78,1181.88,Escalated,,,Security,Southampton,86,False
9064,3,2025-06-24,2025-06-24 21:58:00,ML Model,0.71,19359,447535427680,30710.29,20459.95,8244.36,Investigating,,,Fraud Ops,Bristol,81,False
9065,10,2025-10-07,2025-10-07 23:11:00,Partner Alert,,20540,447393549438,210.21,0.0,210.21,Confirmed,Refund Issued,,Security,Cardiff,68,False
9066,3,2025-06-08,2025-06-08 12:59:00,Customer Report,,7184,447562971847,37571.59,12910.52,13368.22,Investigating,,,Revenue Assurance,Sheffield,100,False
9067,2,2025-07-28,2025-07-28 04:40:00,Partner Alert,,2133,447190240358,3286.08,2345.31,896.94,Investigating,,,External Partner,Edinburgh,86,False
9068,7,2025-06-04,2025-06-04 21:45:00,Customer Report,,18657,447844430969,583.59,0.0,583.59,Resolved,Refund Issued,2025-06-22,Security,Belfast,69,False
9069,1,2025-08-27,2025-08-27 21:14:00,ML Model,0.89,426,447892197155,1196.89,621.52,287.52,Escalated,,,Fraud Ops,Leeds,88,False
9070,6,2025-10-12,2025-10-12 04:12:00,Partner Alert,,12986,447978037091,1882.4,722.8,506.1,Investigating,,,Security,Southampton,78,False
9071,12,2025-01-15,2025-01-15 07:20:00,ML Model,0.7,27480,447993230095,1308.0,0.0,1308.0,Resolved,Account Blocked,2025-01-18,Fraud Ops,Birmingham,65,False
9072,1,2025-06-04,2025-06-04 19:46:00,Real-time Monitor,,1709,447287563824,2678.24,1972.02,1028.19,Escalated,,,External Partner,Nottingham,100,False
9073,4,2025-08-02,2025-08-02 18:59:00,Rule Engine,,21478,447424195543,1892.09,0.0,1892.09,Resolved,No Action,2025-08-23,Revenue Assurance,London,84,False
9074,1,2025-11-25,2025-11-25 23:05:00,ML Model,0.65,12724,447459711666,2608.27,0.0,2608.27,Resolved,Account Blocked,2025-11-26,Revenue Assurance,Cardiff,72,False
9075,12,2025-02-10,2025-02-10 02:13:00,Customer Report,,21392,447649852515,1993.95,0.0,1993.95,Resolved,Account Blocked,2025-02-24,Security,Leeds,71,False
9076,5,2025-09-25,2025-09-25 15:03:00,Manual Review,,12743,447573307326,13649.64,0.0,13649.64,Confirmed,No Action,,Fraud Ops,Liverpool,60,True
9077,6,2025-07-22,2025-07-22 23:57:00,ML Model,0.76,27585,447733358783,1409.87,905.58,282.0,Investigating,,,Fraud Ops,Bristol,76,True
9078,7,2025-07-12,2025-07-12 15:21:00,Manual Review,,26268,447425923426,1004.98,0.0,1004.98,Resolved,Write-off,2025-08-11,Fraud Ops,Southampton,82,False
9079,6,2025-01-20,2025-01-20 21:56:00,Customer Report,,11944,447734339363,1252.15,0.0,1252.15,Confirmed,Law Enforcement,,Revenue Assurance,Bristol,92,False
9080,3,2025-11-25,2025-11-25 02:45:00,ML Model,0.65,25557,447966823351,47133.86,0.0,47133.86,Confirmed,Refund Issued,,Revenue Assurance,London,97,True
9081,4,2025-11-24,2025-11-24 08:16:00,Customer Report,,7879,447696808186,801.98,0.0,801.98,Confirmed,Customer Warned,,External Partner,London,90,False
9082,1,2025-02-28,2025-02-28 18:07:00,Partner Alert,,3521,447638897403,4527.71,0.0,4527.71,Confirmed,No Action,,External Partner,Manchester,93,False
9083,2,2025-03-28,2025-03-28 11:52:00,ML Model,0.83,26664,447947897935,2542.41,818.12,842.13,Investigating,,,Revenue Assurance,Leeds,83,False
9084,5,2025-03-22,2025-03-22 18:10:00,Manual Review,,8458,447158102829,14914.55,9114.81,7192.75,Escalated,,,Fraud Ops,Manchester,66,False
9085,4,2025-11-13,2025-11-13 12:22:00,ML Model,0.86,8639,447306308060,262.47,0.0,262.47,Confirmed,Refund Issued,,Fraud Ops,Newcastle,88,False
9086,8,2025-01-21,2025-01-21 01:54:00,Rule Engine,,23732,447801201816,17135.95,0.0,17135.95,Resolved,Customer Warned,2025-02-10,Fraud Ops,Newcastle,61,False
9087,3,2026-02-04,2026-02-04 20:10:00,ML Model,0.92,7457,447555975150,31144.48,0.0,31144.48,Detected,,,External Partner,Leicester,84,False
9088,3,2026-01-23,2026-01-23 13:15:00,ML Model,0.91,12597,447548868729,46792.93,26366.38,10006.22,Investigating,,,Fraud Ops,Sheffield,64,False
9089,10,2025-10-20,2025-10-20 00:19:00,Manual Review,,28503,447950353543,561.84,0.0,561.84,Confirmed,No Action,,Revenue Assurance,Bristol,88,False
9090,1,2025-07-22,2025-07-22 16:26:00,Manual Review,,28299,447921228621,509.93,317.97,182.93,False Positive,,,Revenue Assurance,Bristol,88,False
9091,5,2025-06-09,2025-06-09 20:21:00,Customer Report,,6584,447980951386,6330.92,0.0,6330.92,Resolved,Refund Issued,2025-06-19,External Partner,Bristol,63,False
9092,3,2026-02-08,2026-02-08 20:10:00,Manual Review,,14562,447609998227,21483.03,8348.97,7363.9,Investigating,,,External Partner,Nottingham,80,False
9093,5,2025-08-10,2025-08-10 07:10:00,Customer Report,,1761,447943223610,14423.82,0.0,14423.82,Confirmed,Account Blocked,,Revenue Assurance,Newcastle,74,False
9094,8,2025-06-14,2025-06-14 00:07:00,Rule Engine,,14633,447282777462,32193.44,21895.66,10859.41,False Positive,,,Fraud Ops,Cardiff,94,False
9095,6,2025-04-15,2025-04-15 02:27:00,Partner Alert,,11162,447865282558,1897.21,0.0,1897.21,Confirmed,Refund Issued,,External Partner,Southampton,86,False
9096,5,2025-09-19,2025-09-19 07:54:00,Customer Report,,14659,447485178199,44582.57,0.0,44582.57,Resolved,Write-off,2025-09-26,External Partner,Newcastle,85,False
9097,1,2025-03-30,2025-03-30 16:04:00,ML Model,0.98,10350,447982719089,3171.24,0.0,3171.24,Resolved,Account Blocked,2025-04-21,Revenue Assurance,Southampton,92,False
9098,9,2025-07-10,2025-07-10 20:27:00,ML Model,0.74,19353,447449924877,1662.73,838.39,780.09,False Positive,,,Fraud Ops,London,81,False
9099,9,2025-03-31,2025-03-31 14:42:00,Real-time Monitor,,9345,447779287645,707.27,338.11,264.6,False Positive,,,Fraud Ops,Leicester,84,False
9100,4,2025-08-13,2025-08-13 17:58:00,Rule Engine,,8440,447475898076,344.89,0.0,344.89,Resolved,Customer Warned,2025-08-16,Security,Cardiff,73,False
9101,8,2025-06-05,2025-06-05 10:17:00,ML Model,0.73,8402,447655251564,14704.67,0.0,14704.67,Resolved,Customer Warned,2025-06-21,Security,Glasgow,68,False
9102,6,2025-12-19,2025-12-19 13:42:00,Rule Engine,,15643,447362604104,309.34,0.0,309.34,Resolved,No Action,2026-01-05,External Partner,Leicester,96,False
9103,6,2025-03-10,2025-03-10 01:14:00,ML Model,0.92,29724,447964894726,1169.56,0.0,1169.56,Resolved,Customer Warned,2025-03-13,Revenue Assurance,Liverpool,99,False
9104,8,2025-03-14,2025-03-14 11:29:00,Manual Review,,3556,447652630219,32994.54,14097.11,11371.98,False Positive,,,Security,Southampton,99,False
9105,1,2025-03-23,2025-03-23 08:27:00,Rule Engine,,27709,447727245626,4808.43,0.0,4808.43,Resolved,Law Enforcement,2025-04-11,External Partner,Glasgow,95,False
9106,10,2025-07-10,2025-07-10 21:11:00,Rule Engine,,15093,447868835858,220.7,71.3,86.03,Escalated,,,Revenue Assurance,Edinburgh,84,True
9107,5,2025-09-11,2025-09-11 19:36:00,Customer Report,,19832,447683827042,9798.88,0.0,9798.88,Confirmed,Customer Warned,,Fraud Ops,Bristol,65,False
9108,9,2025-01-26,2025-01-26 15:17:00,ML Model,0.73,7418,447124269928,744.6,586.33,279.15,Investigating,,,Fraud Ops,London,76,False
9109,5,2025-11-08,2025-11-08 17:40:00,ML Model,0.65,17902,447340076718,37402.92,22110.51,15736.88,Investigating,,,External Partner,Newcastle,82,False
9110,6,2025-08-25,2025-08-25 15:48:00,Customer Report,,2430,447594213337,106.46,0.0,106.46,Resolved,Refund Issued,2025-09-06,External Partner,Liverpool,63,True
9111,10,2025-10-24,2025-10-24 08:34:00,ML Model,0.91,25586,447564497079,879.0,0.0,879.0,Resolved,Write-off,2025-11-09,Security,London,88,False
9112,2,2025-03-01,2025-03-01 08:52:00,ML Model,0.7,20788,447993774615,3201.73,0.0,3201.73,Confirmed,Customer Warned,,Fraud Ops,Belfast,94,False
9113,11,2025-02-15,2025-02-15 07:44:00,ML Model,0.77,18176,447434256999,2119.29,0.0,2119.29,Resolved,Account Blocked,2025-03-12,Security,Sheffield,79,False
9114,2,2026-01-05,2026-01-05 15:17:00,Customer Report,,3207,447193591087,2849.58,0.0,2849.58,Resolved,Account Blocked,2026-01-21,Security,Birmingham,93,False
9115,10,2025-08-30,2025-08-30 10:13:00,Rule Engine,,5240,447129918467,1819.71,0.0,1819.71,Resolved,Law Enforcement,2025-09-16,Fraud Ops,London,88,True
9116,5,2025-02-15,2025-02-15 17:40:00,Manual Review,,25551,447493154153,48901.52,0.0,48901.52,Confirmed,Account Blocked,,Fraud Ops,Sheffield,88,False
9117,6,2025-03-11,2025-03-11 15:47:00,Rule Engine,,22322,447317004650,1382.65,0.0,1382.65,Detected,,,External Partner,London,84,False
9118,3,2025-06-20,2025-06-20 11:23:00,Customer Report,,6703,447585835681,49323.31,0.0,49323.31,Confirmed,Law Enforcement,,Revenue Assurance,Manchester,73,False
9119,1,2026-02-28,2026-02-28 23:47:00,Customer Report,,15883,447904134595,4184.92,0.0,4184.92,Resolved,Account Blocked,2026-03-06,External Partner,Southampton,83,False
9120,2,2025-06-09,2025-06-09 00:49:00,Rule Engine,,21678,447694506267,2548.15,0.0,2548.15,Resolved,Law Enforcement,2025-07-02,Revenue Assurance,Manchester,91,False
9121,1,2025-04-02,2025-04-02 21:04:00,Rule Engine,,21268,447207781691,4983.48,0.0,4983.48,Resolved,Account Blocked,2025-04-14,Revenue Assurance,Nottingham,90,False
9122,1,2025-01-31,2025-01-31 09:24:00,Real-time Monitor,,28470,447290813013,2979.01,0.0,2979.01,Confirmed,Write-off,,Fraud Ops,Belfast,64,False
9123,9,2025-10-10,2025-10-10 19:47:00,Customer Report,,4263,447104764872,924.61,0.0,924.61,Resolved,Customer Warned,2025-11-07,Security,London,64,True
9124,7,2025-07-29,2025-07-29 22:22:00,ML Model,0.95,25523,447153336782,1366.31,0.0,1366.31,Resolved,No Action,2025-08-02,External Partner,Newcastle,63,False
9125,8,2025-09-12,2025-09-12 03:29:00,ML Model,0.65,1516,447922447071,15753.55,0.0,15753.55,Resolved,Law Enforcement,2025-09-22,External Partner,Belfast,81,False
9126,2,2025-12-07,2025-12-07 14:58:00,Rule Engine,,13305,447489472591,3098.06,1733.79,1534.2,False Positive,,,Security,Liverpool,66,False
9127,2,2025-08-22,2025-08-22 22:30:00,ML Model,0.98,22270,447713879876,4736.77,0.0,4736.77,Confirmed,Law Enforcement,,Security,Edinburgh,81,False
9128,3,2025-12-10,2025-12-10 21:13:00,Partner Alert,,11326,447566227557,7792.31,0.0,7792.31,Resolved,Law Enforcement,2025-12-24,Security,Liverpool,94,False
9129,2,2025-07-04,2025-07-04 15:15:00,Rule Engine,,7815,447990481448,4593.51,0.0,4593.51,Resolved,No Action,2025-07-27,External Partner,Nottingham,74,False
9130,5,2026-02-08,2026-02-08 06:19:00,ML Model,0.79,8567,447383683674,7563.82,4546.29,3333.45,Investigating,,,Security,Sheffield,61,False
9131,2,2025-04-13,2025-04-13 09:35:00,ML Model,0.7,2303,447355681158,3393.08,1247.3,830.15,Escalated,,,Security,London,80,False
9132,9,2026-01-27,2026-01-27 17:08:00,Customer Report,,25526,447154361007,1973.37,782.14,930.94,Investigating,,,External Partner,London,85,False
9133,2,2025-12-08,2025-12-08 21:07:00,Rule Engine,,2617,447819778361,370.07,0.0,370.07,Confirmed,Account Blocked,,Fraud Ops,Newcastle,98,False
9134,6,2025-08-29,2025-08-29 04:11:00,Real-time Monitor,,21012,447201224588,73.88,43.46,18.3,Investigating,,,Security,Cardiff,71,False
9135,3,2025-06-16,2025-06-16 14:01:00,ML Model,0.85,7253,447169916617,41413.65,0.0,41413.65,Resolved,Customer Warned,2025-06-30,Revenue Assurance,Birmingham,95,False
9136,11,2025-11-22,2025-11-22 23:07:00,ML Model,0.66,8320,447356117135,1152.81,793.54,406.49,Escalated,,,Fraud Ops,Bristol,76,False
9137,1,2026-02-14,2026-02-14 06:16:00,ML Model,0.91,3727,447869357997,3910.33,0.0,3910.33,Confirmed,Account Blocked,,External Partner,Cardiff,95,False
9138,4,2025-08-10,2025-08-10 21:35:00,Rule Engine,,10317,447574972456,536.5,0.0,536.5,Confirmed,Refund Issued,,Security,Manchester,70,False
9139,4,2025-09-10,2025-09-10 01:45:00,Customer Report,,21053,447838643541,183.01,122.82,56.92,False Positive,,,External Partner,Bristol,68,False
9140,7,2025-07-12,2025-07-12 19:11:00,Rule Engine,,13502,447831173451,535.6,283.86,133.99,Escalated,,,Security,Cardiff,93,False
9141,11,2025-04-20,2025-04-20 12:28:00,Manual Review,,4995,447795870491,132.8,73.33,55.13,False Positive,,,Fraud Ops,Cardiff,63,True
9142,6,2025-02-26,2025-02-26 16:14:00,ML Model,0.98,28729,447101231093,432.98,252.11,181.32,Investigating,,,Revenue Assurance,Newcastle,66,True
9143,4,2025-08-14,2025-08-14 11:39:00,Customer Report,,23046,447556320939,53.78,0.0,53.78,Confirmed,No Action,,External Partner,Southampton,72,False
9144,2,2025-09-09,2025-09-09 18:12:00,Customer Report,,1007,447935139270,1433.63,0.0,1433.63,Resolved,No Action,2025-09-13,Revenue Assurance,Manchester,83,False
9145,9,2025-03-09,2025-03-09 04:48:00,Manual Review,,19570,447337486815,713.52,0.0,713.52,Detected,,,Revenue Assurance,Manchester,64,False
9146,6,2025-04-01,2025-04-01 10:37:00,Partner Alert,,17251,447152730455,593.18,0.0,593.18,Detected,,,External Partner,Birmingham,93,False
9147,7,2025-06-03,2025-06-03 09:04:00,Partner Alert,,813,447746954999,1534.38,0.0,1534.38,Confirmed,No Action,,External Partner,Sheffield,68,False
9148,9,2025-02-12,2025-02-12 12:26:00,Customer Report,,15249,447844697258,501.09,0.0,501.09,Resolved,Write-off,2025-02-25,Fraud Ops,Birmingham,86,False
9149,10,2025-11-03,2025-11-03 20:05:00,ML Model,0.81,14138,447804781860,1112.36,0.0,1112.36,Resolved,Write-off,2025-12-01,Fraud Ops,Edinburgh,89,False
9150,12,2025-08-12,2025-08-12 16:25:00,Manual Review,,13531,447258882076,1693.11,0.0,1693.11,Confirmed,Write-off,,Fraud Ops,Edinburgh,66,False
9151,8,2025-12-27,2025-12-27 22:14:00,Partner Alert,,10273,447732713859,38950.22,14473.45,10341.64,Investigating,,,Security,Manchester,63,False
9152,10,2025-09-26,2025-09-26 14:36:00,ML Model,0.93,20294,447800383661,453.2,0.0,453.2,Resolved,Customer Warned,2025-10-11,Revenue Assurance,Belfast,96,False
9153,4,2025-09-18,2025-09-18 06:14:00,Customer Report,,11761,447343645267,487.72,0.0,487.72,Confirmed,Write-off,,Revenue Assurance,Cardiff,100,False
9154,9,2025-10-18,2025-10-18 11:42:00,Customer Report,,7047,447322693181,208.99,0.0,208.99,Resolved,Write-off,2025-11-03,External Partner,Leeds,92,False
9155,8,2025-10-26,2025-10-26 15:26:00,Rule Engine,,27590,447391792863,36929.76,0.0,36929.76,Detected,,,Fraud Ops,Southampton,71,False
9156,5,2025-11-21,2025-11-21 18:11:00,Customer Report,,2042,447708499126,3819.76,0.0,3819.76,Confirmed,Customer Warned,,Security,Belfast,70,False
9157,2,2025-11-09,2025-11-09 02:02:00,Rule Engine,,8136,447178340795,140.08,68.35,33.97,Investigating,,,External Partner,Sheffield,61,False
9158,1,2025-09-25,2025-09-25 14:29:00,Customer Report,,3393,447724941521,3035.33,0.0,3035.33,Detected,,,Security,Edinburgh,94,False
9159,9,2025-08-07,2025-08-07 23:16:00,Manual Review,,11844,447480543986,1328.67,0.0,1328.67,Detected,,,Fraud Ops,Liverpool,99,False
9160,3,2026-01-20,2026-01-20 20:38:00,Rule Engine,,12687,447918063712,1840.48,1006.2,748.62,Escalated,,,External Partner,Cardiff,100,False
